station,fraction,species,raw_density,density_50cm3
st9,>150,Glomospira sp.,0,0
st9,>150,Haplophragmoides sp.,3,2.35785100876882
st9,>150,Hippocrepina sp. ,0,0
st9,>150,Hormosina globulifera,0,0
st9,>150,Hyalinonetrion sp.,0,0
st9,>150,Islandiella helenae,17,13.361155716356645
st9,>150,Islandiella norcrossi,27,21.22065907891938
st9,>150,Islandiella sp.,16,12.575205380100375
st9,>150,Labrospira crassimargo,41,32.223963786507205
st9,>150,Lagena striata,0,0
st9,>150,Lagenammina atlantica,6,4.71570201753764
st9,>150,Leptohalysis scottii ,0,0
st9,>150,Lotostomoides calomorpha,0,0
st9,>150,Melonis cf. barleeanus,0,0
st9,>150,Miliolinella circularis,0,0
st9,>150,Miliolinella sp.,2,1.5719006725125468
st9,>150,Miliolinella sp. (juvenile),0,0
st9,>150,Nonion commune,0,0
st9,>150,Nonion sp.,0,0
st9,>150,Nonionella digitata,0,0
st9,>150,Nonionella turgida,0,0
st9,>150,Nonionellina labradorica,148,116.32064976592847
st9,>150,Paratrochammina sp.,0,0
st9,>150,Procerolagena gracilis,0,0
st9,>150,Psammosphaera fusca,4,3.1438013450250937
st9,>150,Pullenia cf. osloensis,0,0
st9,>150,Pyrgo williamsoni,0,0
st9,>150,Pyrulina cylindroides,0,0
st9,>150,Pyrulina sp.,0,0
st9,>150,Quinqueloculina arctica,0,0
st9,>150,Quinqueloculina seminula,13,10.217354371331554
st9,>150,Quinqueloculina stalkeri,2,1.5719006725125468
st9,>150,Recurvoides turbinatus,7,5.501652353793913
st9,>150,Reophax catella,0,0
st9,>150,Reophax fusiformis,47,36.93966580404485
st9,>150,Reophax scorpiurus,11,8.645453698819008
st9,>150,Reophax sp. ,0,0
st9,>150,Robertina arctica,0,0
st9,>150,Saccammina cf. sphaerica,0,0
st9,>150,Silicosigmoilina groenlandica,1,0.7859503362562734
st9,>150,Siphonaperta agglutinata,0,0
st9,>150,Spiroplectammina biformis,0,0
st9,>150,Stainforthia feylingi,0,0
st9,>150,Stainforthia loeblichi,0,0
st9,>150,Textularia earlandi,0,0
st9,>150,Textularia torquata,0,0
st9,>150,Trifarina fluens,5,3.929751681281367
st9,>150,Triloculina oblonga,0,0
st9,>150,Triloculina trihedra,4,3.1438013450250937
st9,>150,Trochammina inflata,2,1.5719006725125468
st9,>150,Trochammina sp.,0,0
